Change history report
"October 1, 2025 - January 31, 2026"
Date & time,User,Campaign,Ad group,Changes
"Dec 15, 2025, 9:59:02 AM",webmaster@clix.co,Fall Protection | All Geos,Guardrail/Railing,"Ad group changed
  Ad group name changed from ""Guardrail"" to ""Guardrail/Railing"""
"Dec 15, 2025, 9:59:02 AM",webmaster@clix.co,Fall Protection | All Geos,Engineered System,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Engineered System""
  Disable Search Term Matching is False"
"Dec 15, 2025, 9:59:02 AM",webmaster@clix.co,Fall Protection | All Geos,Climbing Devices,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Max CPC is $0.01
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Climbing Devices""
  Disable Search Term Matching is False"
"Dec 15, 2025, 9:59:01 AM",webmaster@clix.co,Metal Fabrication | All Geos,Welding,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Max CPC is $0.01
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Welding""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing"""
"Dec 15, 2025, 9:59:00 AM",webmaster@clix.co,Industrial Piping | All Geos,,"Campaign changed
  Campaign bid strategy type changed from ""Maximize clicks"" to ""Maximize conversions""
  Campaign added into bid strategy named ""All Max Conversions""
6 ad schedules added
  Monday 04:00 AM to 07:00 PM
  Tuesday 04:00 AM to 07:00 PM
  Wednesday 04:00 AM to 07:00 PM
  Thursday 04:00 AM to 07:00 PM
  Friday 04:00 AM to 07:00 PM
  Saturday 04:00 AM to 07:00 PM"
"Dec 15, 2025, 9:58:59 AM",webmaster@clix.co,Fall Protection | All Geos,,"Campaign changed
  Campaign bid strategy type changed from ""Maximize clicks"" to ""Maximize conversions""
  Campaign added into bid strategy named ""All Max Conversions""
6 ad schedules added
  Monday 04:00 AM to 07:00 PM
  Tuesday 04:00 AM to 07:00 PM
  Wednesday 04:00 AM to 07:00 PM
  Thursday 04:00 AM to 07:00 PM
  Friday 04:00 AM to 07:00 PM
  Saturday 04:00 AM to 07:00 PM"
"Dec 15, 2025, 9:58:58 AM",webmaster@clix.co,Metal Fabrication | All Geos,,"Campaign changed
  Campaign bid strategy type changed from ""Maximize clicks"" to ""Maximize conversions""
  Automatically created assets changed from turned off to turned on
  Campaign added into bid strategy named ""All Max Conversions""
  Enable AI Max for Search Campaigns changed from False to True
1 ad schedule removed
  Sunday 04:00 AM to 07:00 PM"
"Dec 15, 2025, 9:58:57 AM",webmaster@clix.co,Fall Protection | All Geos,Guardrail/Railing,"1 phrase match keyword removed
  ""guardrail company"""
"Dec 15, 2025, 9:55:49 AM",webmaster@clix.co,Metal Fabrication | All Geos,Steel - Fabrication,"1 negative exact match keyword added
  -[bent stainless steel sheet]"
"Dec 15, 2025, 9:55:26 AM",webmaster@clix.co,Industrial Piping | All Geos,Manufacturerer,"1 negative exact match keyword added
  -[valve manufacturer in usa]"
"Dec 15, 2025, 9:55:26 AM",webmaster@clix.co,Metal Fabrication | All Geos,Metal - Fabrication,"1 negative exact match keyword added
  -[metal grinding near me]"
"Dec 15, 2025, 9:53:21 AM",webmaster@clix.co,Metal Fabrication | All Geos,Metal - Fabrication,"1 negative exact match keyword added
  -[steel company near me]"
"Dec 15, 2025, 9:21:37 AM",webmaster@clix.co,Metal Fabrication | All Geos,,"Campaign changed
  Campaign bid strategy type changed from ""Maximize conversions"" to ""Maximize clicks""
  Campaign removed from bid strategy named ""All Max Conversions"""
"Dec 15, 2025, 9:21:37 AM",webmaster@clix.co,Fall Protection | All Geos,,"Campaign changed
  Campaign bid strategy type changed from ""Maximize conversions"" to ""Maximize clicks""
  Campaign removed from bid strategy named ""All Max Conversions"""
"Dec 15, 2025, 9:21:37 AM",webmaster@clix.co,Industrial Piping | All Geos,,"Campaign changed
  Campaign bid strategy type changed from ""Maximize conversions"" to ""Maximize clicks""
  Campaign removed from bid strategy named ""All Max Conversions"""
"Dec 15, 2025, 4:38:33 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Dec 15, 2025, 4:38:31 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Dec 14, 2025, 4:37:34 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Dec 14, 2025, 4:37:31 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Dec 13, 2025, 4:38:41 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Dec 13, 2025, 4:38:39 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Dec 12, 2025, 1:24:38 PM",webmaster@clix.co,Metal Fabrication | All Geos,,"15 negative exact match keywords added
  -[mathews mechanical]
  -[sheet metal san carlos]
  -[steel supply near me]
  -[stainless steel welding services near me]
  -[stainless steel manufacturing near me]
  -[stainless steel fabricator near me]
  -[welders needed near me]
  -[welder near me]
  -[lortz manufacturing]
  -[portland metal works]
  -[gerlinger steel]
  -[portland welder]
  -[stainless steel fabricators near me]
  -[small machine shops near me]
  -[stainless steel fabrication shop near me]"
"Dec 12, 2025, 1:22:53 PM",webmaster@clix.co,Metal Fabrication | All Geos,,"Campaign changed
  Automatically created assets changed from turned on to turned off
  Enable AI Max for Search Campaigns changed from True to False"
"Dec 12, 2025, 7:13:29 AM",webmaster@clix.co,Metal Fabrication | All Geos,,"Negative keyword list ""Account Wide Negatives"" applied
  "
"Dec 12, 2025, 7:13:29 AM",webmaster@clix.co,Fall Protection | All Geos,,"Negative keyword list ""Account Wide Negatives"" applied
  "
"Dec 12, 2025, 7:13:29 AM",webmaster@clix.co,Industrial Piping | All Geos,,"Negative keyword list ""Account Wide Negatives"" applied
  "
"Dec 12, 2025, 7:13:18 AM",webmaster@clix.co,,,"Account Wide Negatives: 1 negative broad match keyword added to list
  -sheet metal"
"Dec 12, 2025, 7:12:38 AM",webmaster@clix.co,,,"Account Wide Negatives: 64 negative exact match keywords added to list
  -[commercial plumber los angeles]
  -[chrome plating near me]
  -[machine shop]
  -[cast aluminum welding near me]
  -[custom fabrication shop]
  -[metal forming near me]
  -[plasma cutting services near me]
  -[brass plating near me]
  -[bending sheet metal into a box]
  -[metal casting]
  -[u bolt fabrication near me]
  -[metal works dublin]
  -[machinist near me]
  -[electroless nickel plating near me]
  -[sheet metal cut to size near me]
  -[laser metal cutting near me]
  -[metal cutting shop near me]
  -[metal cutting service]
  -[custom aluminum fabrication near me]
  -[everest welding]
  -[local machine shop]
  -[galvanized sheet metal fabrication]
  -[sheet metal express]
  -[metal casting near me]
  -[custom metal box fabrication]
  -[amador steel jackson ca]
  -[metal straightening]
  -[custom aluminum fabrication]
  -[steel beam manufacturers near me]
  -[custom l bracket]
  -[6062 aluminum]
  -[ahs custom metals]
  -[engraving metal near me]
  -[machine shop near me]
  -[custom metal fabrication shop]
  -[custom metal manufacturing]
  -[stainless laser cutting near me]
  -[metal cutting service near me]
  -[brass welding near me]
  -[metal machining near me]
  -[metal heat treating near me]
  -[metal machine shop]
  -[custom metal shop near me]
  -[micro welding near me]
  -[custom metal fabrication seattle]
  -[metal laser cutting near me]
  -[metal engravers near me]
  -[metal engraving near me]
  -[square tube bending services]
  -[isco industries]
  -[cmp pipe]
  -[custom metal fabrication]
  -[metal anodizing near me]
  -[aluminium foundry near me]
  -[custom lathe work]
  -[steel foundry near me]
  -[custom metal fabrication near me]
  -[metal machine shop near me]
  -[yellow zinc plating near me]
  -[custom metal work near me]
  -[custom fabrication shops near me]
  -[metal pipe bending]
  -[wildcat sheet metal]
  -[metal foundry]"
"Dec 12, 2025, 4:34:05 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Dec 12, 2025, 4:34:02 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Dec 11, 2025, 2:53:49 PM",webmaster@clix.co,Metal Fabrication | All Geos,,"1 negative broad match keyword added
  -sheet metal"
"Dec 11, 2025, 2:53:26 PM",webmaster@clix.co,Metal Fabrication | All Geos,Test,"1 broad match keyword added
  seismic steel retrofit
1 phrase match keyword removed
  ""seismic steel retrofit"""
"Dec 11, 2025, 2:52:16 PM",webmaster@clix.co,Metal Fabrication | All Geos,Test,"1 broad match keyword added
  moment frame installers
1 phrase match keyword removed
  ""moment frame installers"""
"Dec 11, 2025, 2:52:13 PM",webmaster@clix.co,Metal Fabrication | All Geos,Test,"1 broad match keyword added
  industrial guardrail fabrication
1 phrase match keyword removed
  ""industrial guardrail fabrication"""
"Dec 11, 2025, 2:51:51 PM",webmaster@clix.co,Metal Fabrication | All Geos,Aluminum - Fabrication - Custom,"1 ad group paused
  Status changed from enabled to paused"
"Dec 11, 2025, 2:51:48 PM",webmaster@clix.co,Metal Fabrication | All Geos,Steel - Fabrication - Custom,"1 ad group paused
  Status changed from enabled to paused"
"Dec 11, 2025, 4:39:53 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Dec 11, 2025, 4:39:50 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Dec 10, 2025, 4:35:55 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Dec 10, 2025, 4:35:52 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Dec 8, 2025, 12:43:08 PM",webmaster@clix.co,Metal Fabrication | All Geos,,"Campaign asset created
  Status is Enabled
  Extension type is Business name
  Item id is 304237799943"
"Dec 8, 2025, 12:43:08 PM",webmaster@clix.co,Metal Fabrication | All Geos,Metal - Fabrication,"1 responsive search ad changed
  Headline was ""Conveyor Guards & Fab""
  Description was ""Stairs, platforms, catwalks, guarding, handrails, stainless, aluminum.""
  Headline was ""Industrial-Grade Quality""
  Headline is ""Mathews Mechanical""
  Headline is ""Custom Fabrication Services""
  Description is ""We share a simple mission: we help people solve their problems.""
  Final URL is ""https://mathmec.com/our-services/custom-metal-fabrication/""
  Path 1 is ""metal""
  Path 2 is ""fabrication"""
"Dec 8, 2025, 12:39:58 PM",webmaster@clix.co,Metal Fabrication | All Geos,,"Campaign changed
  Automatically created assets changed from turned off to turned on
  Enable AI Max for Search Campaigns changed from False to True"
"Dec 8, 2025, 12:38:48 PM",webmaster@clix.co,Industrial Piping | All Geos,,"1 negative exact match keyword added
  -[commercial floor drain]"
"Dec 8, 2025, 12:38:29 PM",webmaster@clix.co,Industrial Piping | All Geos,Industrial Piping - Generic,"1 negative exact match keyword added
  -[pipe industry]"
"Dec 8, 2025, 12:37:05 PM",webmaster@clix.co,Industrial Piping | All Geos,Industrial Piping - Generic,"2 phrase match keywords added
  ""Industrial Pipe manufacturer near me""
  ""Industrial Piping company near me"""
"Dec 8, 2025, 12:36:06 PM",webmaster@clix.co,,,"Asset created
  Final URL is ""https://mathmec.com/our-services/industrial-pipe-and-plumbing/""
  Link text is ""Industrial Pipe Solutions""
  Status is ""Enabled"""
"Dec 8, 2025, 12:36:06 PM",webmaster@clix.co,Industrial Piping | All Geos,,"Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 315386860837"
"Dec 8, 2025, 12:35:04 PM",webmaster@clix.co,,,"Customer asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 315311635400
Asset created
  Final URL is ""https://mathmec.com/fall-protection-systems-installation-and-service-in-the-workplace/""
  Link text is ""Fall Protection Expertise""
  Status is ""Enabled"""
"Dec 8, 2025, 12:34:25 PM",webmaster@clix.co,,,"Asset created
  Final URL is ""https://mathmec.com/fall-protection-systems-solutions/""
  Description 1 is ""View our fall protection services""
  Description 2 is ""Installation, Repair, Maintenance""
  Link text is ""Fall Protection Solutions""
  Status is ""Enabled"""
"Dec 8, 2025, 12:34:25 PM",webmaster@clix.co,Fall Protection | All Geos,,"Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 315311738051"
"Dec 8, 2025, 12:33:33 PM",webmaster@clix.co,Fall Protection | All Geos,,"Campaign asset created
  Status is Enabled
  Extension type is Business logo
  Item id is 610841314
Campaign asset created
  Status is Enabled
  Extension type is Business name
  Item id is 304237799943"
"Dec 8, 2025, 12:33:33 PM",webmaster@clix.co,Fall Protection | All Geos,Fall Protection Systems - Generic,"1 responsive search ad changed
  Headline was ""Fall Protection Repair""
  Headline was ""Bay Area Fall Protection""
  Headline is ""Fall Restraint Systems""
  Headline is ""Experts in Fall Protection""
  Final URL is ""https://mathmec.com/our-services/fall-protection-systems/"""
"Dec 8, 2025, 12:31:44 PM",webmaster@clix.co,Fall Protection | All Geos,Fall Protection Systems - Generic,"6 phrase match keywords added
  ""fall arrest system""
  ""PFAS""
  ""Personal Fall Arrest Systems""
  ""Personal Fall Restraint Systems""
  ""PFRS""
  ""Fall Arrest Ladder Systems"""
"Dec 8, 2025, 12:28:31 PM",webmaster@clix.co,Fall Protection | All Geos,Fall Protection Systems - Generic,"1 phrase match keyword paused
  ""Fall Protection Systems company"": Status changed from enabled to paused"
"Dec 8, 2025, 12:28:17 PM",webmaster@clix.co,Fall Protection | All Geos,3M Fall Protection - Generic,"1 ad group paused
  Status changed from enabled to paused"
"Dec 8, 2025, 12:28:17 PM",webmaster@clix.co,Fall Protection | All Geos,3M Fall Protection Systems - Generic,"1 ad group paused
  Status changed from enabled to paused"
"Dec 8, 2025, 12:28:17 PM",webmaster@clix.co,Fall Protection | All Geos,3M Fall Protection - Repair,"1 ad group paused
  Status changed from enabled to paused"
"Dec 8, 2025, 12:28:16 PM",webmaster@clix.co,Fall Protection | All Geos,Fall Protection - Fabrication,"1 ad group paused
  Status changed from enabled to paused"
"Dec 8, 2025, 12:27:43 PM",webmaster@clix.co,Fall Protection | All Geos,System,"1 ad group paused
  Status changed from enabled to paused"
"Dec 8, 2025, 12:27:34 PM",webmaster@clix.co,Fall Protection | All Geos,System,"1 negative exact match keyword added
  -[residential roof fall protection]"
"Dec 8, 2025, 12:27:19 PM",webmaster@clix.co,Fall Protection | All Geos,Equipment,"1 ad group paused
  Status changed from enabled to paused"
"Dec 8, 2025, 12:20:47 PM",webmaster@clix.co,Metal Fabrication | All Geos,Metal - Fabrication,"4 negative exact match keywords added
  -[sheet metal work]
  -[stainless steel restoration near me]
  -[brass electroplating near me]
  -[aluminum anodizing near me]"
"Dec 8, 2025, 4:37:21 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Dec 8, 2025, 4:37:18 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Dec 7, 2025, 4:31:28 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Dec 7, 2025, 4:31:26 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Dec 6, 2025, 4:32:52 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Dec 6, 2025, 4:32:50 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Dec 5, 2025, 12:16:00 PM",webmaster@clix.co,Metal Fabrication | All Geos,,"6 negative exact match keywords added
  -[sanitary welding]
  -[electroless nickel plating near me]
  -[metal chrome plating near me]
  -[gate welder near me]
  -[weld shops near me]
  -[welding shops near me]"
"Dec 5, 2025, 12:16:00 PM",webmaster@clix.co,Fall Protection | All Geos,,"3 negative exact match keywords added
  -[safety harness and lanyard]
  -[miller fall protection inspection checklist]
  -[ansi asse z359 11]"
"Dec 5, 2025, 12:11:00 PM",webmaster@clix.co,Metal Fabrication | All Geos,,"Campaign changed
  Campaign added into bid strategy named ""All Max Conversions"""
"Dec 5, 2025, 12:11:00 PM",webmaster@clix.co,Fall Protection | All Geos,,"Campaign changed
  Campaign added into bid strategy named ""All Max Conversions"""
"Dec 5, 2025, 12:11:00 PM",webmaster@clix.co,Industrial Piping | All Geos,,"Campaign changed
  Campaign added into bid strategy named ""All Max Conversions"""
"Dec 5, 2025, 12:10:55 PM",webmaster@clix.co,,,"""All Max Conversions"": Maximize conversions portfolio strategy created
  "
"Dec 5, 2025, 4:34:19 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Dec 5, 2025, 4:34:17 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Dec 4, 2025, 4:37:30 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Dec 4, 2025, 4:37:27 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Dec 3, 2025, 4:33:47 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Dec 3, 2025, 4:33:44 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Dec 2, 2025, 10:55:21 AM",webmaster@clix.co,Fall Protection | All Geos,,"1 negative broad match keyword removed
  -personal"
"Dec 2, 2025, 10:55:19 AM",webmaster@clix.co,Fall Protection | All Geos,,"1 negative broad match keyword removed
  -safety"
"Dec 2, 2025, 9:34:02 AM",webmaster@clix.co,Metal Fabrication | All Geos,,"25 negative exact match keywords added
  -[brass plating near me]
  -[welders near me]
  -[bending sheet metal into a box]
  -[brake metal near me]
  -[anodising near me]
  -[metal works dublin]
  -[brazing company near me]
  -[sheet metal cut to size near me]
  -[weld shop]
  -[industrial welders]
  -[metal bending near me]
  -[amador steel jackson ca]
  -[metal straightening]
  -[custom steel carport]
  -[ahs custom metals]
  -[chrome plating seattle]
  -[heat treating steel near me]
  -[metal engravers near me]
  -[welding near me]
  -[square tube bending services]
  -[chrome plating bay area]
  -[fabrication near me]
  -[wildcat sheet metal]
  -[t c steel]
  -[metal spinning]"
"Dec 2, 2025, 9:34:02 AM",webmaster@clix.co,Fall Protection | All Geos,,"4 negative exact match keywords added
  -[fall protection]
  -[fall protection anchorage]
  -[fall arrest anchorage]
  -[highway guardrail contractors]"
"Dec 2, 2025, 9:34:02 AM",webmaster@clix.co,Industrial Piping | All Geos,,"2 negative exact match keywords added
  -[isco industries]
  -[cmp pipe]"
"Dec 2, 2025, 9:25:53 AM",webmaster@clix.co,Industrial Piping | All Geos,,"1 budget amount increased
  Industrial Piping | All Geos: Budget amount changed from $5.00 to $25.00"
"Dec 2, 2025, 9:25:52 AM",webmaster@clix.co,Fall Protection | All Geos,,"1 budget amount increased
  Fall Protection | All Geos: Budget amount changed from $20.00 to $25.00"
"Dec 2, 2025, 9:25:50 AM",webmaster@clix.co,Metal Fabrication | All Geos,,"1 budget amount increased
  Metal Fabrication | All Geos: Budget amount changed from $25.00 to $50.00"
"Dec 2, 2025, 4:35:46 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Dec 2, 2025, 4:35:44 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Dec 1, 2025, 4:40:07 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Dec 1, 2025, 4:40:03 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 30, 2025, 4:32:07 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 30, 2025, 4:32:05 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 28, 2025, 4:33:53 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 28, 2025, 4:33:50 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 27, 2025, 4:35:59 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 27, 2025, 4:35:56 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 26, 2025, 10:36:08 AM",webmaster@clix.co,Fall Protection | All Geos,,"1 budget amount decreased
  Fall Protection | All Geos: Budget amount changed from $25.00 to $20.00"
"Nov 26, 2025, 10:36:04 AM",webmaster@clix.co,Industrial Piping | All Geos,,"1 budget amount decreased
  Industrial Piping | All Geos: Budget amount changed from $25.00 to $5.00"
"Nov 26, 2025, 10:35:52 AM",webmaster@clix.co,Metal Fabrication | All Geos,,"1 budget amount decreased
  Metal Fabrication | All Geos: Budget amount changed from $80.00 to $25.00"
"Nov 26, 2025, 4:34:45 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 26, 2025, 4:34:43 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 25, 2025, 8:51:02 AM",webmaster@clix.co,Industrial Piping | All Geos,Valve,"1 ad group paused
  Status changed from enabled to paused"
"Nov 25, 2025, 4:39:08 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 25, 2025, 4:39:06 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 24, 2025, 4:33:03 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 24, 2025, 4:33:01 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 23, 2025, 4:37:10 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 23, 2025, 4:37:07 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 22, 2025, 11:51:47 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 22, 2025, 11:51:45 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 21, 2025, 12:45:10 PM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 21, 2025, 12:45:08 PM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 20, 2025, 12:37:54 PM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 20, 2025, 12:37:52 PM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 20, 2025, 8:32:14 AM",ppcmanager2017@gmail.com,Industrial Piping | All Geos,,"Campaign changed
  Tracking template is ""{lpurl}?utm_term={keyword}&utm_campaign=Industrial+Piping+%7C+All+Geos&utm_source=adwords&utm_medium=ppc&hsa_acc=7062646436&hsa_cam=23278285172&hsa_grp={adgroupid}&hsa_ad={creative}&hsa_src={network}&hsa_tgt={targetid}&hsa_kw={keyword}&hsa_mt={matchtype}&hsa_net=adwords&hsa_ver=3"""
"Nov 20, 2025, 8:32:13 AM",ppcmanager2017@gmail.com,Fall Protection | All Geos,,"Campaign changed
  Tracking template is ""{lpurl}?utm_term={keyword}&utm_campaign=Fall+Protection+%7C+All+Geos&utm_source=adwords&utm_medium=ppc&hsa_acc=7062646436&hsa_cam=23278285169&hsa_grp={adgroupid}&hsa_ad={creative}&hsa_src={network}&hsa_tgt={targetid}&hsa_kw={keyword}&hsa_mt={matchtype}&hsa_net=adwords&hsa_ver=3"""
"Nov 20, 2025, 7:36:20 AM",webmaster@clix.co,Metal Fabrication | All Geos,,"1 budget amount increased
  Metal Fabrication | All Geos: Budget amount changed from $50.00 to $80.00"
"Nov 20, 2025, 7:33:32 AM",webmaster@clix.co,Industrial Piping | All Geos,,"1 campaign active
  Status changed from paused to active"
"Nov 20, 2025, 7:33:27 AM",webmaster@clix.co,Fall Protection | All Geos,,"1 campaign active
  Status changed from paused to active"
"Nov 20, 2025, 7:32:25 AM",webmaster@clix.co,Material Handling & Industrial Maintenance | All Geos,,"1 campaign paused
  Status changed from active to paused"
"Nov 19, 2025, 12:19:51 PM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 19, 2025, 12:19:49 PM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 18, 2025, 12:37:02 PM",webmaster@clix.co,Fall Protection | All Geos,Fall Protection - Maintenance,"1 responsive search ad created
  Description is ""Our Team Designs, Fabricates, Installs, & Maintains Complete Fall Protection Systems.""
  Headline is ""Mathews Mechanical""
  Headline is ""Quality Equipment Repairs""
  Headline is ""Fall Protection Systems""
  Headline is ""Fall Protection Installation""
  Headline is ""Mechanical Problem Solvers""
  Headline is ""Fall Protection Maintenance""
  Headline is ""Fall Protection Fabrication""
  Headline is ""Bay Area Fall Protection""
  Description is ""The Team at Mathews Mechanical Fabricates & Installs All Fall Protection Systems.""
  Headline is ""Contact Us Today""
  Description is ""Safety is Our Top Priority When Fabricating & Installing Our Fall Protection Systems.""
  Headline is ""Fall Protection Repair""
  Headline is ""Custom Mechanical Solutions""
  Headline is ""Call Our Team Today""
  Headline is ""Request an Estimate""
  Description is ""We Strive to be the Premier Industrial Maintenance & Fabrication Shop in the Bay Area.""
  Final URL is ""https://mathmec.com/our-services/fall-protection-systems/""
5 phrase match keywords added
  ""Fall Protection Maintenance engineers""
  ""Fall Protection Maintenance san francisco""
  ""Fall Protection Maintenance""
  ""Fall Protection Maintenance bay area""
  ""Fall Protection Maintenance company""
5 phrase match keywords max CPC changes
  ""Fall Protection Maintenance engineers"": default to $10.00
  ""Fall Protection Maintenance san francisco"": default to $10.00
  ""Fall Protection Maintenance"": default to $10.00
  ""Fall Protection Maintenance bay area"": default to $10.00
  ""Fall Protection Maintenance company"": default to $10.00"
